Congress,Name,State or Territory,Party,Service,url,img,Footnote
102nd (1991-1993),"COLLINS, Cardiss",IL,Democrat,House,https://history.house.gov/People/Detail/11246,https://historycms2.house.gov/assets/37387.jpg?sz=310,
103rd (1993-1995),"COLLINS, Cardiss",IL,Democrat,House,https://history.house.gov/People/Detail/11246,https://historycms2.house.gov/assets/37387.jpg?sz=310,
104th (1995-1997),"COLLINS, Cardiss",IL,Democrat,House,https://history.house.gov/People/Detail/11246,https://historycms2.house.gov/assets/37387.jpg?sz=310,
93rd (1973-1975),"JORDAN, Barbara Charline",TX,Democrat,House,https://history.house.gov/People/Detail/16031,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000266.jpg,
94th (1975-1977),"JORDAN, Barbara Charline",TX,Democrat,House,https://history.house.gov/People/Detail/16031,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000266.jpg,
95th (1977-1979),"JORDAN, Barbara Charline",TX,Democrat,House,https://history.house.gov/People/Detail/16031,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000266.jpg,
93rd (1973-1975),"YOUNG, Andrew Jackson, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/21064,https://historycms2.house.gov/uploadedImages/People/Listing/Y/Y000028.jpg,
94th (1975-1977),"YOUNG, Andrew Jackson, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/21064,https://historycms2.house.gov/uploadedImages/People/Listing/Y/Y000028.jpg,
95th (1977-1979),"YOUNG, Andrew Jackson, Jr.",GA,Democrat,House,https://history.house.gov/People/Detail/21064,https://historycms2.house.gov/uploadedImages/People/Listing/Y/Y000028.jpg,
94th (1975-1977),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
95th (1977-1979),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
96th (1979-1981),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
97th (1981-1983),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
98th (1983-1985),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
99th (1985-1987),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
100th (1987-1989),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
101st (1989-1991),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
102nd (1991-1993),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
103rd (1993-1995),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
104th (1995-1997),"FORD, Harold Eugene",TN,Democrat,House,https://history.house.gov/People/Detail/13303,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000261.jpg,
96th (1979-1981),"CROCKETT, George William, Jr.",MI,Democrat,House,https://history.house.gov/People/Detail/11605,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000919.jpg,
97th (1981-1983),"CROCKETT, George William, Jr.",MI,Democrat,House,https://history.house.gov/People/Detail/11605,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000919.jpg,
98th (1983-1985),"CROCKETT, George William, Jr.",MI,Democrat,House,https://history.house.gov/People/Detail/11605,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000919.jpg,
99th (1985-1987),"CROCKETT, George William, Jr.",MI,Democrat,House,https://history.house.gov/People/Detail/11605,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000919.jpg,
100th (1987-1989),"CROCKETT, George William, Jr.",MI,Democrat,House,https://history.house.gov/People/Detail/11605,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000919.jpg,
101st (1989-1991),"CROCKETT, George William, Jr.",MI,Democrat,House,https://history.house.gov/People/Detail/11605,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000919.jpg,
96th (1979-1981),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
97th (1981-1983),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
98th (1983-1985),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
99th (1985-1987),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
100th (1987-1989),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
101st (1989-1991),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
102nd (1991-1993),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
103rd (1993-1995),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
104th (1995-1997),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
105th (1997-1999),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
106th (1999-2001),"DIXON, Julian Carey",CA,Democrat,House,https://history.house.gov/People/Detail/12294,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000373.jpg,
96th (1979-1981),"EVANS, Melvin Herbert",VI,Republican,House,https://history.house.gov/People/Detail/12913,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000254.jpg,
96th (1979-1981),"GRAY, William Herbert, III",PA,Democrat,House,https://history.house.gov/People/Detail/14072,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000402.jpg,
97th (1981-1983),"GRAY, William Herbert, III",PA,Democrat,House,https://history.house.gov/People/Detail/14072,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000402.jpg,
98th (1983-1985),"GRAY, William Herbert, III",PA,Democrat,House,https://history.house.gov/People/Detail/14072,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000402.jpg,
99th (1985-1987),"GRAY, William Herbert, III",PA,Democrat,House,https://history.house.gov/People/Detail/14072,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000402.jpg,
100th (1987-1989),"GRAY, William Herbert, III",PA,Democrat,House,https://history.house.gov/People/Detail/14072,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000402.jpg,
101st (1989-1991),"GRAY, William Herbert, III",PA,Democrat,House,https://history.house.gov/People/Detail/14072,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000402.jpg,
102nd (1991-1993),"GRAY, William Herbert, III",PA,Democrat,House,https://history.house.gov/People/Detail/14072,https://historycms2.house.gov/uploadedImages/People/Listing/G/G000402.jpg,"William Herbert Gray III resigned on September 11, 1991, and was succeeded by Lucien Edward Blackwell on November 5, 1991."
96th (1979-1981),"LELAND, George Thomas (Mickey)",TX,Democrat,House,https://history.house.gov/People/Detail/16887,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000237.jpg,
97th (1981-1983),"LELAND, George Thomas (Mickey)",TX,Democrat,House,https://history.house.gov/People/Detail/16887,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000237.jpg,
98th (1983-1985),"LELAND, George Thomas (Mickey)",TX,Democrat,House,https://history.house.gov/People/Detail/16887,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000237.jpg,
99th (1985-1987),"LELAND, George Thomas (Mickey)",TX,Democrat,House,https://history.house.gov/People/Detail/16887,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000237.jpg,
100th (1987-1989),"LELAND, George Thomas (Mickey)",TX,Democrat,House,https://history.house.gov/People/Detail/16887,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000237.jpg,
101st (1989-1991),"LELAND, George Thomas (Mickey)",TX,Democrat,House,https://history.house.gov/People/Detail/16887,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000237.jpg,
96th (1979-1981),"STEWART, Bennett McVey",IL,Democrat,House,https://history.house.gov/People/Detail/22255,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000902.jpg,
97th (1981-1983),"DYMALLY, Mervyn Malcolm",CA,Democrat,House,https://history.house.gov/People/Detail/12563,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000592.jpg,
98th (1983-1985),"DYMALLY, Mervyn Malcolm",CA,Democrat,House,https://history.house.gov/People/Detail/12563,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000592.jpg,
99th (1985-1987),"DYMALLY, Mervyn Malcolm",CA,Democrat,House,https://history.house.gov/People/Detail/12563,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000592.jpg,
100th (1987-1989),"DYMALLY, Mervyn Malcolm",CA,Democrat,House,https://history.house.gov/People/Detail/12563,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000592.jpg,
101st (1989-1991),"DYMALLY, Mervyn Malcolm",CA,Democrat,House,https://history.house.gov/People/Detail/12563,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000592.jpg,
102nd (1991-1993),"DYMALLY, Mervyn Malcolm",CA,Democrat,House,https://history.house.gov/People/Detail/12563,https://historycms2.house.gov/uploadedImages/People/Listing/D/D000592.jpg,
97th (1981-1983),"HALL, Katie Beatrice",IN,Democrat,House,https://history.house.gov/People/Detail/14359,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000058(1).jpg,"Katie Beatrice Hall was elected on November 2, 1982, by special election, to fill the vacancy caused by the death of Adam Benjamin Jr."
98th (1983-1985),"HALL, Katie Beatrice",IN,Democrat,House,https://history.house.gov/People/Detail/14359,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000058(1).jpg,
97th (1981-1983),"SAVAGE, Gus",IL,Democrat,House,https://history.house.gov/People/Detail/21235,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000081.jpg,
98th (1983-1985),"SAVAGE, Gus",IL,Democrat,House,https://history.house.gov/People/Detail/21235,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000081.jpg,
99th (1985-1987),"SAVAGE, Gus",IL,Democrat,House,https://history.house.gov/People/Detail/21235,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000081.jpg,
100th (1987-1989),"SAVAGE, Gus",IL,Democrat,House,https://history.house.gov/People/Detail/21235,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000081.jpg,
101st (1989-1991),"SAVAGE, Gus",IL,Democrat,House,https://history.house.gov/People/Detail/21235,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000081.jpg,
102nd (1991-1993),"SAVAGE, Gus",IL,Democrat,House,https://history.house.gov/People/Detail/21235,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000081.jpg,
97th (1981-1983),"WASHINGTON, Harold",IL,Democrat,House,https://history.house.gov/People/Detail/23428,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000180.jpg,
98th (1983-1985),"WASHINGTON, Harold",IL,Democrat,House,https://history.house.gov/People/Detail/23428,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000180.jpg,
98th (1983-1985),"HAYES, Charles Arthur",IL,Democrat,House,https://history.house.gov/People/Detail/14760,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000388(1).jpg,
99th (1985-1987),"HAYES, Charles Arthur",IL,Democrat,House,https://history.house.gov/People/Detail/14760,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000388(1).jpg,
100th (1987-1989),"HAYES, Charles Arthur",IL,Democrat,House,https://history.house.gov/People/Detail/14760,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000388(1).jpg,
101st (1989-1991),"HAYES, Charles Arthur",IL,Democrat,House,https://history.house.gov/People/Detail/14760,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000388(1).jpg,
102nd (1991-1993),"HAYES, Charles Arthur",IL,Democrat,House,https://history.house.gov/People/Detail/14760,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000388(1).jpg,
98th (1983-1985),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
99th (1985-1987),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
100th (1987-1989),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
101st (1989-1991),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
102nd (1991-1993),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
103rd (1993-1995),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
104th (1995-1997),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
105th (1997-1999),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
106th (1999-2001),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
107th (2001-2003),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
108th (2003-2005),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
109th (2005-2007),"OWENS, Major Robert Odell",NY,Democrat,House,https://history.house.gov/People/Detail/19262,https://historycms2.house.gov/uploadedImages/People/Listing/O/O000159.jpg,
98th (1983-1985),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
99th (1985-1987),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
100th (1987-1989),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
101st (1989-1991),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
102nd (1991-1993),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
103rd (1993-1995),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
104th (1995-1997),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
105th (1997-1999),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
106th (1999-2001),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
107th (2001-2003),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
108th (2003-2005),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
109th (2005-2007),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
110th (2007-2009),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
111th (2009-2011),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
112th (2011-2013),"TOWNS, Edolphus",NY,Democrat,House,https://history.house.gov/People/Detail/23035,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000326.jpg,
98th (1983-1985),"WHEAT, Alan Dupree",MO,Democrat,House,https://history.house.gov/People/Detail/23604,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000326.jpg,
99th (1985-1987),"WHEAT, Alan Dupree",MO,Democrat,House,https://history.house.gov/People/Detail/23604,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000326.jpg,
100th (1987-1989),"WHEAT, Alan Dupree",MO,Democrat,House,https://history.house.gov/People/Detail/23604,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000326.jpg,
101st (1989-1991),"WHEAT, Alan Dupree",MO,Democrat,House,https://history.house.gov/People/Detail/23604,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000326.jpg,
102nd (1991-1993),"WHEAT, Alan Dupree",MO,Democrat,House,https://history.house.gov/People/Detail/23604,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000326.jpg,
103rd (1993-1995),"WHEAT, Alan Dupree",MO,Democrat,House,https://history.house.gov/People/Detail/23604,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000326.jpg,
99th (1985-1987),"WALDON, Alton R., Jr.",NY,Democrat,House,https://history.house.gov/People/Detail/23263,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000038.jpg,
100th (1987-1989),"ESPY, Alphonso Michael (Mike)",MS,Democrat,House,https://history.house.gov/People/Detail/12872,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000218.jpg,
101st (1989-1991),"ESPY, Alphonso Michael (Mike)",MS,Democrat,House,https://history.house.gov/People/Detail/12872,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000218.jpg,
102nd (1991-1993),"ESPY, Alphonso Michael (Mike)",MS,Democrat,House,https://history.house.gov/People/Detail/12872,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000218.jpg,
103rd (1993-1995),"ESPY, Alphonso Michael (Mike)",MS,Democrat,House,https://history.house.gov/People/Detail/12872,https://historycms2.house.gov/uploadedImages/People/Listing/E/E000218.jpg,"Michael Alphonso (Mike) Espy resigned on January 22, 1993, and was succeeded by Bennie Thompson on April 13, 1993."
100th (1987-1989),"FLAKE, Floyd Harold",NY,Democrat,House,https://history.house.gov/People/Detail/13201,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000184.jpg,
101st (1989-1991),"FLAKE, Floyd Harold",NY,Democrat,House,https://history.house.gov/People/Detail/13201,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000184.jpg,
102nd (1991-1993),"FLAKE, Floyd Harold",NY,Democrat,House,https://history.house.gov/People/Detail/13201,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000184.jpg,
103rd (1993-1995),"FLAKE, Floyd Harold",NY,Democrat,House,https://history.house.gov/People/Detail/13201,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000184.jpg,
104th (1995-1997),"FLAKE, Floyd Harold",NY,Democrat,House,https://history.house.gov/People/Detail/13201,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000184.jpg,
105th (1997-1999),"FLAKE, Floyd Harold",NY,Democrat,House,https://history.house.gov/People/Detail/13201,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000184.jpg,"Floyd Harold Flake resigned on November 17, 1997, and was succeeded by Gregory Meeks on February 3, 1998."
100th (1987-1989),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
101st (1989-1991),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
102nd (1991-1993),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
103rd (1993-1995),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
104th (1995-1997),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
105th (1997-1999),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
106th (1999-2001),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
107th (2001-2003),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
108th (2003-2005),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
109th (2005-2007),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
110th (2007-2009),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
111th (2009-2011),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
112th (2011-2013),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
113th (2013-2015),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
114th (2015-2017),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
115th (2017-2019),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
116th (2019-2021),"LEWIS, John R.",GA,Democrat,House,https://history.house.gov/People/Detail/16948,https://historycms2.house.gov/uploadedImages/People/Listing/L/L000287.jpg,
100th (1987-1989),"MFUME, Kweisi",MD,Democrat,House,https://history.house.gov/People/Detail/18186,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000687.jpg,
101st (1989-1991),"MFUME, Kweisi",MD,Democrat,House,https://history.house.gov/People/Detail/18186,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000687.jpg,
102nd (1991-1993),"MFUME, Kweisi",MD,Democrat,House,https://history.house.gov/People/Detail/18186,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000687.jpg,
103rd (1993-1995),"MFUME, Kweisi",MD,Democrat,House,https://history.house.gov/People/Detail/18186,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000687.jpg,
104th (1995-1997),"MFUME, Kweisi",MD,Democrat,House,https://history.house.gov/People/Detail/18186,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000687.jpg,"Kweisi Mfume resigned on February 15, 1996, and was succeeded by Elijah Eugene Cummings on April 16, 1996."
116th (2019-2021),"MFUME, Kweisi",MD,Democrat,House,https://history.house.gov/People/Detail/18186,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000687.jpg,
117th (2021-2023),"MFUME, Kweisi",MD,Democrat,House,https://history.house.gov/People/Detail/18186,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000687.jpg,
101st (1989-1991),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
102nd (1991-1993),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
103rd (1993-1995),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
104th (1995-1997),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
105th (1997-1999),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
106th (1999-2001),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
107th (2001-2003),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
108th (2003-2005),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
109th (2005-2007),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
110th (2007-2009),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
111th (2009-2011),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,
112th (2011-2013),"PAYNE, Donald Milford",NJ,Democrat,House,https://history.house.gov/People/Detail/19459,https://historycms2.house.gov/uploadedImages/People/Listing/P/P000149.jpg,"Donald Milford Payne died on March 6, 2012, and was succeeded in a special election by his son Donald Payne, Jr., on November 6, 2012."
101st (1989-1991),"WASHINGTON, Craig Anthony",TX,Democrat,House,https://history.house.gov/People/Detail/23423,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000177.jpg,
102nd (1991-1993),"WASHINGTON, Craig Anthony",TX,Democrat,House,https://history.house.gov/People/Detail/23423,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000177.jpg,
103rd (1993-1995),"WASHINGTON, Craig Anthony",TX,Democrat,House,https://history.house.gov/People/Detail/23423,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000177.jpg,
